version,id,code,name,description,index,duplicable,taxable,allowance,printonpayslip,auxiliary,generalledgertemplateid,taxtarifftypeid,wagecomponenttype,currencyid,countryid,factortype,algorithm,mainfunction,recurrence,apply,algorithmeditormode,debcred,algorithmgroup,generalledgercountertemplateid,,start,id,code,name,description,index,duplicable,taxable,allowance,printonpayslip,auxiliary,generalledgertemplateid,taxtarifftypeid,wagecomponenttype,currencyid,countryid,factortype,algorithm,mainfunction,recurrence,apply,algorithmeditormode,debcred,algorithmgroup,generalledgercountertemplateid,end,script
2,1,740-001,Base salary,"<p>Is a fixed amount that an employer agrees to pay an employee in exchange for time and services agreed upon before the employee begins working. Base compensation is most often expressed as an hourly rate, monthly income, or annual salary</p><p>The&nbsp;<strong>normal tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>",100,FALSE,INCREASE,INCREASE,TRUE,FALSE,24,1,SUR_NORMAL_WAGE,130,740,SYSTEM,,,RECURRENT,TRUE,ADVANCED,DEBIT,SALARY_TYPE,,,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_1_2"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate"">","<param name=""id""><![CDATA[1]]></param>","<param name=""code""><![CDATA[740-001]]></param>","<param name=""name""><![CDATA[Base salary]]></param>","<param name=""description""><![CDATA[<p>Is a fixed amount that an employer agrees to pay an employee in exchange for time and services agreed upon before the employee begins working. Base compensation is most often expressed as an hourly rate, monthly income, or annual salary</p><p>The&nbsp;<strong>normal tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>]]></param>","<param name=""index""><![CDATA[100]]></param>","<param name=""duplicable""><![CDATA[FALSE]]></param>","<param name=""taxable""><![CDATA[INCREASE]]></param>","<param name=""allowance""><![CDATA[INCREASE]]></param>","<param name=""printonpayslip""><![CDATA[TRUE]]></param>","<param name=""auxiliary""><![CDATA[FALSE]]></param>","<param name=""generalledgertemplateid""><![CDATA[24]]></param>","<param name=""taxtarifftypeid""><![CDATA[1]]></param>","<param name=""wagecomponenttype""><![CDATA[SUR_NORMAL_WAGE]]></param>","<param name=""currencyid""><![CDATA[130]]></param>","<param name=""countryid""><![CDATA[740]]></param>","<param name=""factortype""><![CDATA[SYSTEM]]></param>","<param name=""algorithm""><![CDATA[]]></param>","<param name=""mainfunction""><![CDATA[]]></param>","<param name=""recurrence""><![CDATA[RECURRENT]]></param>","<param name=""apply""><![CDATA[TRUE]]></param>","<param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param>","<param name=""debcred""><![CDATA[DEBIT]]></param>","<param name=""algorithmgroup""><![CDATA[SALARY_TYPE]]></param>","<param name=""generalledgercountertemplateid""><![CDATA[]]></param>",</customChange></changeSet>,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_1_2"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate""><param name=""id""><![CDATA[1]]></param><param name=""code""><![CDATA[740-001]]></param><param name=""name""><![CDATA[Base salary]]></param><param name=""description""><![CDATA[<p>Is a fixed amount that an employer agrees to pay an employee in exchange for time and services agreed upon before the employee begins working. Base compensation is most often expressed as an hourly rate, monthly income, or annual salary</p><p>The&nbsp;<strong>normal tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>]]></param><param name=""index""><![CDATA[100]]></param><param name=""duplicable""><![CDATA[FALSE]]></param><param name=""taxable""><![CDATA[INCREASE]]></param><param name=""allowance""><![CDATA[INCREASE]]></param><param name=""printonpayslip""><![CDATA[TRUE]]></param><param name=""auxiliary""><![CDATA[FALSE]]></param><param name=""generalledgertemplateid""><![CDATA[24]]></param><param name=""taxtarifftypeid""><![CDATA[1]]></param><param name=""wagecomponenttype""><![CDATA[SUR_NORMAL_WAGE]]></param><param name=""currencyid""><![CDATA[130]]></param><param name=""countryid""><![CDATA[740]]></param><param name=""factortype""><![CDATA[SYSTEM]]></param><param name=""algorithm""><![CDATA[]]></param><param name=""mainfunction""><![CDATA[]]></param><param name=""recurrence""><![CDATA[RECURRENT]]></param><param name=""apply""><![CDATA[TRUE]]></param><param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param><param name=""debcred""><![CDATA[DEBIT]]></param><param name=""algorithmgroup""><![CDATA[SALARY_TYPE]]></param><param name=""generalledgercountertemplateid""><![CDATA[]]></param></customChange></changeSet>"
2,9,740-009,Taxable income,"<p>Taxable income is the portion of your gross income that&#39;s actually subject to taxation. Deductions are subtracted from gross income to arrive at your amount of taxable income.</p><p>The&nbsp;<strong>normal tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>",2090,FALSE,NONE,NONE,FALSE,TRUE,,,SUR_TAXABLE_INCOME,130,740,SYSTEM,SUR_TAXABLE_INCOME(),,RECURRENT,TRUE,ADVANCED,,ALL,,,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_9_2"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate"">","<param name=""id""><![CDATA[9]]></param>","<param name=""code""><![CDATA[740-009]]></param>","<param name=""name""><![CDATA[Taxable income]]></param>","<param name=""description""><![CDATA[<p>Taxable income is the portion of your gross income that&#39;s actually subject to taxation. Deductions are subtracted from gross income to arrive at your amount of taxable income.</p><p>The&nbsp;<strong>normal tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>]]></param>","<param name=""index""><![CDATA[2090]]></param>","<param name=""duplicable""><![CDATA[FALSE]]></param>","<param name=""taxable""><![CDATA[NONE]]></param>","<param name=""allowance""><![CDATA[NONE]]></param>","<param name=""printonpayslip""><![CDATA[FALSE]]></param>","<param name=""auxiliary""><![CDATA[TRUE]]></param>","<param name=""generalledgertemplateid""><![CDATA[]]></param>","<param name=""taxtarifftypeid""><![CDATA[]]></param>","<param name=""wagecomponenttype""><![CDATA[SUR_TAXABLE_INCOME]]></param>","<param name=""currencyid""><![CDATA[130]]></param>","<param name=""countryid""><![CDATA[740]]></param>","<param name=""factortype""><![CDATA[SYSTEM]]></param>","<param name=""algorithm""><![CDATA[SUR_TAXABLE_INCOME()]]></param>","<param name=""mainfunction""><![CDATA[]]></param>","<param name=""recurrence""><![CDATA[RECURRENT]]></param>","<param name=""apply""><![CDATA[TRUE]]></param>","<param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param>","<param name=""debcred""><![CDATA[]]></param>","<param name=""algorithmgroup""><![CDATA[ALL]]></param>","<param name=""generalledgercountertemplateid""><![CDATA[]]></param>",</customChange></changeSet>,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_9_2"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate""><param name=""id""><![CDATA[9]]></param><param name=""code""><![CDATA[740-009]]></param><param name=""name""><![CDATA[Taxable income]]></param><param name=""description""><![CDATA[<p>Taxable income is the portion of your gross income that&#39;s actually subject to taxation. Deductions are subtracted from gross income to arrive at your amount of taxable income.</p><p>The&nbsp;<strong>normal tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>]]></param><param name=""index""><![CDATA[2090]]></param><param name=""duplicable""><![CDATA[FALSE]]></param><param name=""taxable""><![CDATA[NONE]]></param><param name=""allowance""><![CDATA[NONE]]></param><param name=""printonpayslip""><![CDATA[FALSE]]></param><param name=""auxiliary""><![CDATA[TRUE]]></param><param name=""generalledgertemplateid""><![CDATA[]]></param><param name=""taxtarifftypeid""><![CDATA[]]></param><param name=""wagecomponenttype""><![CDATA[SUR_TAXABLE_INCOME]]></param><param name=""currencyid""><![CDATA[130]]></param><param name=""countryid""><![CDATA[740]]></param><param name=""factortype""><![CDATA[SYSTEM]]></param><param name=""algorithm""><![CDATA[SUR_TAXABLE_INCOME()]]></param><param name=""mainfunction""><![CDATA[]]></param><param name=""recurrence""><![CDATA[RECURRENT]]></param><param name=""apply""><![CDATA[TRUE]]></param><param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param><param name=""debcred""><![CDATA[]]></param><param name=""algorithmgroup""><![CDATA[ALL]]></param><param name=""generalledgercountertemplateid""><![CDATA[]]></param></customChange></changeSet>"
4,10,740-016,Tax excempt,"<p>A tax excempt amount or tax-free base is the maximum amount of income for which no personal income tax is paid.</p><p>The tax excempt amount is equal to&nbsp;<strong>SRD 108,000.00 per year or 9,000.00 per month.</strong></p>",2100,FALSE,NONE,NONE,FALSE,TRUE,,8,SUR_TAX_FREE_WAGE_TAX,130,740,SYSTEM,SUR_TAX_FREE_WAGE_TAX(),,RECURRENT,TRUE,ADVANCED,,ALL,,,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_10_4"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate"">","<param name=""id""><![CDATA[10]]></param>","<param name=""code""><![CDATA[740-016]]></param>","<param name=""name""><![CDATA[Tax excempt]]></param>","<param name=""description""><![CDATA[<p>A tax excempt amount or tax-free base is the maximum amount of income for which no personal income tax is paid.</p><p>The tax excempt amount is equal to&nbsp;<strong>SRD 108,000.00 per year or 9,000.00 per month.</strong></p>]]></param>","<param name=""index""><![CDATA[2100]]></param>","<param name=""duplicable""><![CDATA[FALSE]]></param>","<param name=""taxable""><![CDATA[NONE]]></param>","<param name=""allowance""><![CDATA[NONE]]></param>","<param name=""printonpayslip""><![CDATA[FALSE]]></param>","<param name=""auxiliary""><![CDATA[TRUE]]></param>","<param name=""generalledgertemplateid""><![CDATA[]]></param>","<param name=""taxtarifftypeid""><![CDATA[8]]></param>","<param name=""wagecomponenttype""><![CDATA[SUR_TAX_FREE_WAGE_TAX]]></param>","<param name=""currencyid""><![CDATA[130]]></param>","<param name=""countryid""><![CDATA[740]]></param>","<param name=""factortype""><![CDATA[SYSTEM]]></param>","<param name=""algorithm""><![CDATA[SUR_TAX_FREE_WAGE_TAX()]]></param>","<param name=""mainfunction""><![CDATA[]]></param>","<param name=""recurrence""><![CDATA[RECURRENT]]></param>","<param name=""apply""><![CDATA[TRUE]]></param>","<param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param>","<param name=""debcred""><![CDATA[]]></param>","<param name=""algorithmgroup""><![CDATA[ALL]]></param>","<param name=""generalledgercountertemplateid""><![CDATA[]]></param>",</customChange></changeSet>,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_10_4"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate""><param name=""id""><![CDATA[10]]></param><param name=""code""><![CDATA[740-016]]></param><param name=""name""><![CDATA[Tax excempt]]></param><param name=""description""><![CDATA[<p>A tax excempt amount or tax-free base is the maximum amount of income for which no personal income tax is paid.</p><p>The tax excempt amount is equal to&nbsp;<strong>SRD 108,000.00 per year or 9,000.00 per month.</strong></p>]]></param><param name=""index""><![CDATA[2100]]></param><param name=""duplicable""><![CDATA[FALSE]]></param><param name=""taxable""><![CDATA[NONE]]></param><param name=""allowance""><![CDATA[NONE]]></param><param name=""printonpayslip""><![CDATA[FALSE]]></param><param name=""auxiliary""><![CDATA[TRUE]]></param><param name=""generalledgertemplateid""><![CDATA[]]></param><param name=""taxtarifftypeid""><![CDATA[8]]></param><param name=""wagecomponenttype""><![CDATA[SUR_TAX_FREE_WAGE_TAX]]></param><param name=""currencyid""><![CDATA[130]]></param><param name=""countryid""><![CDATA[740]]></param><param name=""factortype""><![CDATA[SYSTEM]]></param><param name=""algorithm""><![CDATA[SUR_TAX_FREE_WAGE_TAX()]]></param><param name=""mainfunction""><![CDATA[]]></param><param name=""recurrence""><![CDATA[RECURRENT]]></param><param name=""apply""><![CDATA[TRUE]]></param><param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param><param name=""debcred""><![CDATA[]]></param><param name=""algorithmgroup""><![CDATA[ALL]]></param><param name=""generalledgercountertemplateid""><![CDATA[]]></param></customChange></changeSet>"
4,11,740-017,Overtime pay,"<p>Overtime pay is the amount paid for the time someone works beyond normal working hours.</p><p>The&nbsp;<strong>overtime tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Rate</strong></td></tr><tr><td>up to SRD 2500</td><td>5%</td></tr><tr><td>exceeding&nbsp;SRD 2500 up to SRD 7,500</td><td>15%</td></tr><tr><td>exceeding&nbsp;SRD 7,500</td><td>25%</td></tr></tbody></table>",1100,TRUE,INCREASE,INCREASE,TRUE,FALSE,1,3,SUR_OVERTIME,130,740,AMOUNT,FACTOR()*HOUR_RATE(),,RECURRENT,TRUE,ADVANCED,DEBIT,ALL,,,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_11_4"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate"">","<param name=""id""><![CDATA[11]]></param>","<param name=""code""><![CDATA[740-017]]></param>","<param name=""name""><![CDATA[Overtime pay]]></param>","<param name=""description""><![CDATA[<p>Overtime pay is the amount paid for the time someone works beyond normal working hours.</p><p>The&nbsp;<strong>overtime tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Rate</strong></td></tr><tr><td>up to SRD 2500</td><td>5%</td></tr><tr><td>exceeding&nbsp;SRD 2500 up to SRD 7,500</td><td>15%</td></tr><tr><td>exceeding&nbsp;SRD 7,500</td><td>25%</td></tr></tbody></table>]]></param>","<param name=""index""><![CDATA[1100]]></param>","<param name=""duplicable""><![CDATA[TRUE]]></param>","<param name=""taxable""><![CDATA[INCREASE]]></param>","<param name=""allowance""><![CDATA[INCREASE]]></param>","<param name=""printonpayslip""><![CDATA[TRUE]]></param>","<param name=""auxiliary""><![CDATA[FALSE]]></param>","<param name=""generalledgertemplateid""><![CDATA[1]]></param>","<param name=""taxtarifftypeid""><![CDATA[3]]></param>","<param name=""wagecomponenttype""><![CDATA[SUR_OVERTIME]]></param>","<param name=""currencyid""><![CDATA[130]]></param>","<param name=""countryid""><![CDATA[740]]></param>","<param name=""factortype""><![CDATA[AMOUNT]]></param>","<param name=""algorithm""><![CDATA[FACTOR()*HOUR_RATE()]]></param>","<param name=""mainfunction""><![CDATA[]]></param>","<param name=""recurrence""><![CDATA[RECURRENT]]></param>","<param name=""apply""><![CDATA[TRUE]]></param>","<param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param>","<param name=""debcred""><![CDATA[DEBIT]]></param>","<param name=""algorithmgroup""><![CDATA[ALL]]></param>","<param name=""generalledgercountertemplateid""><![CDATA[]]></param>",</customChange></changeSet>,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_11_4"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate""><param name=""id""><![CDATA[11]]></param><param name=""code""><![CDATA[740-017]]></param><param name=""name""><![CDATA[Overtime pay]]></param><param name=""description""><![CDATA[<p>Overtime pay is the amount paid for the time someone works beyond normal working hours.</p><p>The&nbsp;<strong>overtime tax tariffs</strong>&nbsp;apply.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Rate</strong></td></tr><tr><td>up to SRD 2500</td><td>5%</td></tr><tr><td>exceeding&nbsp;SRD 2500 up to SRD 7,500</td><td>15%</td></tr><tr><td>exceeding&nbsp;SRD 7,500</td><td>25%</td></tr></tbody></table>]]></param><param name=""index""><![CDATA[1100]]></param><param name=""duplicable""><![CDATA[TRUE]]></param><param name=""taxable""><![CDATA[INCREASE]]></param><param name=""allowance""><![CDATA[INCREASE]]></param><param name=""printonpayslip""><![CDATA[TRUE]]></param><param name=""auxiliary""><![CDATA[FALSE]]></param><param name=""generalledgertemplateid""><![CDATA[1]]></param><param name=""taxtarifftypeid""><![CDATA[3]]></param><param name=""wagecomponenttype""><![CDATA[SUR_OVERTIME]]></param><param name=""currencyid""><![CDATA[130]]></param><param name=""countryid""><![CDATA[740]]></param><param name=""factortype""><![CDATA[AMOUNT]]></param><param name=""algorithm""><![CDATA[FACTOR()*HOUR_RATE()]]></param><param name=""mainfunction""><![CDATA[]]></param><param name=""recurrence""><![CDATA[RECURRENT]]></param><param name=""apply""><![CDATA[TRUE]]></param><param name=""algorithmeditormode""><![CDATA[ADVANCED]]></param><param name=""debcred""><![CDATA[DEBIT]]></param><param name=""algorithmgroup""><![CDATA[ALL]]></param><param name=""generalledgercountertemplateid""><![CDATA[]]></param></customChange></changeSet>"
2,12,740-018,Vacation allowance,"<p>Consists of a portion of an&nbsp;<strong><span style=""color:#1abc9c"">untaxed</span></strong><span style=""color:#1abc9c"">&nbsp;</span>amount and a&nbsp;<span style=""color:#e74c3c""><strong>taxed</strong>&nbsp;</span>amount.<br>The untaxed amount is determined by the system and can be no more than&nbsp;<strong>SRD 10,016.00 per year</strong>.</p><p>The&nbsp;<strong>normal tax tariffs&nbsp;</strong>apply to the&nbsp;<span style=""color:#e74c3c""><strong>taxed</strong>&nbsp;</span>portion.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>",1200,TRUE,INCREASE,INCREASE,TRUE,FALSE,2,9,SUR_VACATION_ALLOWANCE,130,740,AMOUNT,,SUR_VAC_ALLOWANCE(?),SINGLE_RUN,TRUE,AMOUNT_PER_PERIOD,DEBIT,ALL,,,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_12_2"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate"">","<param name=""id""><![CDATA[12]]></param>","<param name=""code""><![CDATA[740-018]]></param>","<param name=""name""><![CDATA[Vacation allowance]]></param>","<param name=""description""><![CDATA[<p>Consists of a portion of an&nbsp;<strong><span style=""color:#1abc9c"">untaxed</span></strong><span style=""color:#1abc9c"">&nbsp;</span>amount and a&nbsp;<span style=""color:#e74c3c""><strong>taxed</strong>&nbsp;</span>amount.<br>The untaxed amount is determined by the system and can be no more than&nbsp;<strong>SRD 10,016.00 per year</strong>.</p><p>The&nbsp;<strong>normal tax tariffs&nbsp;</strong>apply to the&nbsp;<span style=""color:#e74c3c""><strong>taxed</strong>&nbsp;</span>portion.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>]]></param>","<param name=""index""><![CDATA[1200]]></param>","<param name=""duplicable""><![CDATA[TRUE]]></param>","<param name=""taxable""><![CDATA[INCREASE]]></param>","<param name=""allowance""><![CDATA[INCREASE]]></param>","<param name=""printonpayslip""><![CDATA[TRUE]]></param>","<param name=""auxiliary""><![CDATA[FALSE]]></param>","<param name=""generalledgertemplateid""><![CDATA[2]]></param>","<param name=""taxtarifftypeid""><![CDATA[9]]></param>","<param name=""wagecomponenttype""><![CDATA[SUR_VACATION_ALLOWANCE]]></param>","<param name=""currencyid""><![CDATA[130]]></param>","<param name=""countryid""><![CDATA[740]]></param>","<param name=""factortype""><![CDATA[AMOUNT]]></param>","<param name=""algorithm""><![CDATA[]]></param>","<param name=""mainfunction""><![CDATA[SUR_VAC_ALLOWANCE(?)]]></param>","<param name=""recurrence""><![CDATA[SINGLE_RUN]]></param>","<param name=""apply""><![CDATA[TRUE]]></param>","<param name=""algorithmeditormode""><![CDATA[AMOUNT_PER_PERIOD]]></param>","<param name=""debcred""><![CDATA[DEBIT]]></param>","<param name=""algorithmgroup""><![CDATA[ALL]]></param>","<param name=""generalledgercountertemplateid""><![CDATA[]]></param>",</customChange></changeSet>,"<changeSet onValidationFail=""MARK_RAN"" id=""data_wage_component_template_12_2"" author=""cxode""><customChange class=""com.cxode.app.wage.liquibase.DataWageComponentTemplate""><param name=""id""><![CDATA[12]]></param><param name=""code""><![CDATA[740-018]]></param><param name=""name""><![CDATA[Vacation allowance]]></param><param name=""description""><![CDATA[<p>Consists of a portion of an&nbsp;<strong><span style=""color:#1abc9c"">untaxed</span></strong><span style=""color:#1abc9c"">&nbsp;</span>amount and a&nbsp;<span style=""color:#e74c3c""><strong>taxed</strong>&nbsp;</span>amount.<br>The untaxed amount is determined by the system and can be no more than&nbsp;<strong>SRD 10,016.00 per year</strong>.</p><p>The&nbsp;<strong>normal tax tariffs&nbsp;</strong>apply to the&nbsp;<span style=""color:#e74c3c""><strong>taxed</strong>&nbsp;</span>portion.</p><table border=""1"" cellpadding=""3"" cellspacing=""1""><tbody><tr><td><strong>Amount per year</strong></td><td><strong>Amount per month</strong></td><td>rate</td></tr><tr><td>up to&nbsp;SRD 42,000.00</td><td>up to SRD 3,500.00</td><td>8%</td></tr><tr><td>exceeding SRD 42,000.00 up to SRD 84,000.00</td><td>exceeding SRD 3,500.00 up to SRD 7,000.00</td><td>18%</td></tr><tr><td>exceeding SRD 84,000.00 up to SRD 126,000.00</td><td>exceeding SRD 7,000.00 up to SRD 10,500.00</td><td>28%</td></tr><tr><td>exceeding SRD 126,000.00</td><td>exceeding SRD 10,500.00</td><td>38%</td></tr></tbody></table>]]></param><param name=""index""><![CDATA[1200]]></param><param name=""duplicable""><![CDATA[TRUE]]></param><param name=""taxable""><![CDATA[INCREASE]]></param><param name=""allowance""><![CDATA[INCREASE]]></param><param name=""printonpayslip""><![CDATA[TRUE]]></param><param name=""auxiliary""><![CDATA[FALSE]]></param><param name=""generalledgertemplateid""><![CDATA[2]]></param><param name=""taxtarifftypeid""><![CDATA[9]]></param><param name=""wagecomponenttype""><![CDATA[SUR_VACATION_ALLOWANCE]]></param><param name=""currencyid""><![CDATA[130]]></param><param name=""countryid""><![CDATA[740]]></param><param name=""factortype""><![CDATA[AMOUNT]]></param><param name=""algorithm""><![CDATA[]]></param><param name=""mainfunction""><![CDATA[SUR_VAC_ALLOWANCE(?)]]></param><param name=""recurrence""><![CDATA[SINGLE_RUN]]></param><param name=""apply""><![CDATA[TRUE]]></param><param name=""algorithmeditormode""><![CDATA[AMOUNT_PER_PERIOD]]></param><param name=""debcred""><![CDATA[DEBIT]]></param><param name=""algorithmgroup""><![CDATA[ALL]]></param><param name=""generalledgercountertemplateid""><![CDATA[]]></param></customChange></changeSet>"
